time/episodes,cv/rollout_cv_value,cv/rollout_cv_count,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
1996,13213.35223865509,18125,225,442,99800,-5.744091630000002,50.0,0.004430444955360145,89750,1.9242514610290526,0.001
2000,13230.49326538667,18141,225,443,100000,-5.789236580000001,50.0,0.006599760730750859,89950,1.895009422302246,0.001
2004,13240.352486100048,18157,225,444,100200,-5.7522279,50.0,0.004511562681291253,90150,1.890771095752716,0.001
2008,13250.317021749914,18178,225,445,100400,-5.6818756,50.0,0.007731108036823571,90350,1.8996703815460205,0.001
2012,13254.229417968541,18190,225,445,100600,-5.671131849999999,50.0,0.004677237283904106,90550,1.916067750453949,0.001
2016,13263.682288713753,18207,225,446,100800,-5.693457290000001,50.0,0.004299301416613162,90750,1.880171914100647,0.001
2020,13272.769984155893,18216,225,447,101000,-5.64150153,50.0,0.0036856098799034954,90950,1.899270920753479,0.001
2024,13276.795216049999,18224,225,448,101200,-5.562242219999998,50.0,0.0045833607064560055,91150,1.8700830483436583,0.001
2028,13291.28499148786,18242,225,449,101400,-5.556837379999999,50.0,0.004358973398339004,91350,1.896395080089569,0.001
2032,13315.045551214367,18265,225,449,101600,-5.620092100000001,50.0,0.005546131217852235,91550,1.9215289211273194,0.001
2036,13323.16525124386,18275,225,450,101800,-5.534458260000001,50.0,0.0048252695472911,91750,1.8713160037994385,0.001
2040,13343.771861448884,18296,225,451,102000,-5.476134610000002,50.0,0.005702853263355792,91950,1.8599196195602417,0.001
2044,13358.67392699793,18322,225,452,102200,-5.492467680000001,50.0,0.004327242944855243,92150,1.854411542415619,0.001
2048,13367.65015367791,18336,225,453,102400,-5.441899470000001,50.0,0.004883720348589122,92350,1.8832915568351745,0.001
2052,13378.947835769504,18347,225,454,102600,-5.439645799999999,50.0,0.004037632890976965,92550,1.8935707092285157,0.001
2056,13405.327697694302,18371,225,455,102800,-5.555605559999999,50.0,0.005170210236683488,92750,1.858067636489868,0.001
2060,13407.432682402432,18378,225,456,103000,-5.551490620000001,50.0,0.003915136074647307,92950,1.884272472858429,0.001
2064,13421.778707824647,18396,225,456,103200,-5.523545340000002,50.0,0.005681421780027449,93150,1.8655987524986266,0.001
2068,13424.185878355056,18403,225,457,103400,-5.477071699999999,50.0,0.005090476046316326,93350,1.8631388473510742,0.001
2072,13435.974204435945,18415,225,458,103600,-5.446131609999998,50.0,0.003079439813736826,93550,1.8477853918075562,0.001
2076,13453.961550451815,18436,225,459,103800,-5.465393769999999,50.0,0.00415197670692578,93750,1.9014243412017822,0.001
2080,13468.795602187514,18451,225,460,104000,-5.448773109999999,50.0,0.004202004196122289,93950,1.8883285522460938,0.001
2084,13471.341319981962,18458,225,461,104200,-5.35800624,50.0,0.002950407650787383,94150,1.870898551940918,0.001
2088,13482.282439019531,18471,225,462,104400,-5.328755610000001,50.0,0.004058995135128498,94350,1.8818793392181397,0.001
2092,13496.041563548148,18489,225,463,104600,-5.34834037,50.0,0.004845358454622329,94550,1.8825156474113465,0.001
2096,13502.041754767299,18498,225,464,104800,-5.321865839999999,50.0,0.004407797711901367,94750,1.8944661688804627,0.001
2100,13515.695166788995,18516,225,464,105000,-5.3058390200000005,50.0,0.0043135814857669175,94950,1.8820923280715942,0.001
2104,13525.506418406963,18535,225,465,105200,-5.3180073299999995,50.0,0.003710670145228505,95150,1.9078600573539735,0.001
2108,13528.850076451898,18545,225,466,105400,-5.281142769999999,50.0,0.0035491920937784018,95350,1.8640541172027587,0.001
2112,13545.298522930592,18571,225,467,105600,-5.37612722,50.0,0.005312268899288029,95550,1.8935475301742555,0.001
2116,13555.410816255957,18582,225,468,105800,-5.328761010000001,50.0,0.004745870467741042,95750,1.870198006629944,0.001
2120,13564.102538011968,18602,225,469,106000,-5.3621738699999995,50.0,0.004319612730760127,95950,1.8802086019515991,0.001
2124,13576.79145410657,18623,225,470,106200,-5.4819252899999995,50.0,0.006221784804947675,96150,1.8603862285614015,0.001
2128,13592.592728655785,18640,225,471,106400,-5.4675716,50.0,0.004678704850375652,96350,1.9054621386528015,0.001
2132,13593.929765455425,18642,225,472,106600,-5.33412477,50.0,0.0034891192568466066,96550,1.893235626220703,0.001
2136,13602.501312937587,18658,225,473,106800,-5.38231743,50.0,0.004133172063156962,96750,1.8693800401687621,0.001
2140,13617.792221717536,18675,225,474,107000,-5.37203597,50.0,0.004092755562160164,96950,1.8625525951385498,0.001
2144,13622.88051930815,18685,225,475,107200,-5.321007159999999,50.0,0.0044265118311159314,97150,1.8610829377174378,0.001
2148,13631.803405273706,18696,225,477,107400,-5.33993186,50.0,0.0034255003137513996,97350,1.8855747604370117,0.001
2152,13635.179213128984,18704,224,478,107600,-5.320734069999999,50.0,0.004454907639883459,97550,1.865705349445343,0.001
2156,13643.431618005037,18719,224,479,107800,-5.219786719999999,50.0,0.00396506872959435,97750,1.891833941936493,0.001
2160,13647.754394564778,18729,224,481,108000,-5.24810175,50.0,0.003968791996594518,97950,1.884653959274292,0.001
2164,13650.550041604787,18733,224,482,108200,-5.189102029999999,50.0,0.004003846650011838,98150,1.85527250289917,0.001
2168,13660.751541219652,18752,224,483,108400,-5.3001454599999995,50.0,0.004202479079831392,98350,1.842889404296875,0.001
2172,13673.547600802034,18769,223,485,108600,-5.348238850000001,50.0,0.006539093032479286,98550,1.9156950211524963,0.001
2176,13688.076340712607,18787,223,486,108800,-5.35288007,50.0,0.00709159535355866,98750,1.8629641103744508,0.001
2180,13701.248517505825,18811,223,487,109000,-5.405080880000001,50.0,0.004323618486523628,98950,1.856408498287201,0.001
2184,13712.328626502305,18832,223,489,109200,-5.46253605,50.0,0.004127184126991779,99150,1.8533599376678467,0.001
2188,13722.891808860004,18850,222,490,109400,-5.5183437400000015,50.0,0.0035861243098042907,99350,1.8938862586021423,0.001
2192,13730.696235097945,18860,222,491,109600,-5.461698719999999,50.0,0.003990581058897078,99550,1.8536373376846313,0.001
2196,13751.450743578374,18888,222,492,109800,-5.4929418299999995,50.0,0.003651554046664387,99750,1.8793021035194397,0.001
2200,13763.230206593871,18905,222,494,110000,-5.47029685,50.0,0.005256126516032964,99950,1.8495058846473693,0.001
2204,13770.239262573421,18915,222,495,110200,-5.41766416,50.0,0.004228672373574227,100150,1.8429320931434632,0.001
2208,13790.308336764574,18938,222,495,110400,-5.488174110000001,50.0,0.0032165665249340235,100350,1.7958991050720214,0.001
2212,13810.703793298453,18968,222,496,110600,-5.479431739999999,50.0,0.004249797186348587,100550,1.8011302471160888,0.001
2216,13820.401377659291,18989,222,497,110800,-5.526793369999999,50.0,0.0029659632849507035,100750,1.8363524532318116,0.001
2220,13837.235248658806,19006,222,498,111000,-5.521662650000001,50.0,0.0039470346202142535,100950,1.8486379027366637,0.001
2224,13848.82149381563,19018,222,499,111200,-5.43097829,50.0,0.004668579485733062,101150,1.8373683762550355,0.001
2228,13859.505767524242,19037,222,500,111400,-5.44231408,50.0,0.0034738579671829938,101350,1.8137883043289185,0.001
2232,13875.385296724737,19057,222,501,111600,-5.5421461,50.0,0.0038740552752278747,101550,1.8501315593719483,0.001
2236,13882.28243535012,19066,222,502,111800,-5.546861690000001,50.0,0.0038817145698703827,101750,1.8074596118927002,0.001
2240,13896.269519686699,19082,222,502,112000,-5.57564747,50.0,0.00411391192348674,101950,1.8335775351524353,0.001
2244,13908.198091454804,19101,222,503,112200,-5.621631480000001,50.0,0.004019372831098735,102150,1.8442150640487671,0.001
2248,13917.585819497705,19121,222,504,112400,-5.640386140000001,50.0,0.0038599129626527427,102350,1.8089950776100159,0.001
2252,13925.265932157636,19131,222,505,112600,-5.649635359999999,50.0,0.0058063026494346555,102550,1.8416738820075989,0.001
2256,13935.448824290186,19150,222,506,112800,-5.68510803,50.0,0.0049345918674953285,102750,1.829304039478302,0.001
2260,13939.534076713026,19160,222,507,113000,-5.640251219999999,50.0,0.004395977479871363,102950,1.8192501664161682,0.001
2264,13944.410337369889,19173,222,507,113200,-5.651819499999999,50.0,0.00413190754596144,103150,1.8163467478752136,0.001
2268,13959.221390090883,19196,222,508,113400,-5.647735,50.0,0.003950052363798022,103350,1.8298995900154114,0.001
2272,13964.32098506391,19205,222,509,113600,-5.608182790000001,50.0,0.003183239782229066,103550,1.752167432308197,0.001
2276,13973.882984034717,19218,222,510,113800,-5.52163544,50.0,0.003890040316618979,103750,1.8034731149673462,0.001
2280,13985.99648815766,19233,223,511,114000,-5.42716315,50.0,0.004590955832973123,103950,1.8060979676246642,0.001
2284,13989.825101621449,19244,223,511,114200,-5.38982655,50.0,0.004210378851275891,104150,1.7871392393112182,0.001
2288,13994.443075399846,19251,223,512,114400,-5.349073960000002,50.0,0.004426055070944131,104350,1.7749731159210205,0.001
2292,14002.99738562107,19261,223,513,114600,-5.351408750000001,50.0,0.004292761250399053,104550,1.8145546126365661,0.001
2296,14014.123179081827,19276,223,514,114800,-5.337426139999999,50.0,0.0038034367631189525,104750,1.8171953272819519,0.001
2300,14025.593236681074,19290,223,515,115000,-5.3598155,50.0,0.004936416600830853,104950,1.7769124794006348,0.001
2304,14030.622678469867,19297,223,516,115200,-5.33749647,50.0,0.005995568668004126,105150,1.7487570285797118,0.001
2308,14035.171315256506,19310,223,516,115400,-5.264292289999999,50.0,0.0035390511830337345,105350,1.7667060208320617,0.001
2312,14051.19182177633,19330,223,517,115600,-5.231378459999999,50.0,0.004559525286313146,105550,1.7434949231147767,0.001
2316,14071.599685184658,19346,223,518,115800,-5.18270039,50.0,0.003124761406797916,105750,1.7807899141311645,0.001
2320,14092.605634700507,19368,223,519,116000,-5.2010233900000005,50.0,0.003548275213688612,105950,1.7527899765968322,0.001
2324,14104.403987314552,19381,223,520,116200,-5.220627599999999,50.0,0.0033320583775639533,106150,1.7531793737411498,0.001
2328,14122.630908228457,19404,223,521,116400,-5.265975180000001,50.0,0.005511446916498244,106350,1.7800030636787414,0.001
2332,14152.311530210078,19428,223,521,116600,-5.27209586,50.0,0.0034333217656239865,106550,1.7807277870178222,0.001
2336,14160.40440878272,19442,223,522,116800,-5.249653930000001,50.0,0.0034854969405569134,106750,1.7486817526817322,0.001
2340,14170.432028971612,19457,223,523,117000,-5.20270933,50.0,0.0044149977550841865,106950,1.7921847629547119,0.001
2344,14179.719377450645,19471,223,524,117200,-5.2034157500000005,50.0,0.0034364080615341664,107150,1.7803271532058715,0.001
2348,14190.052468959242,19492,223,524,117400,-5.192363289999999,50.0,0.003217121351044625,107350,1.781011323928833,0.001
2352,14196.551712293178,19504,223,525,117600,-5.198903929999999,50.0,0.005738425767049193,107550,1.7811368942260741,0.001
2356,14215.597113218158,19526,223,526,117800,-5.21422589,50.0,0.003387497724033892,107750,1.7258026266098023,0.001
2360,14237.792148694396,19558,223,527,118000,-5.274586859999999,50.0,0.0031820334470830857,107950,1.7559217977523804,0.001
2364,14251.974054571241,19571,223,528,118200,-5.31633743,50.0,0.003972269010264426,108150,1.7640838742256164,0.001
2368,14262.95966751501,19588,223,529,118400,-5.27001828,50.0,0.004688110374845564,108350,1.753213086128235,0.001
2372,14276.290554448962,19606,223,529,118600,-5.3115920600000015,50.0,0.003389918759930879,108550,1.7840581560134887,0.001
2376,14292.374057732522,19627,223,530,118800,-5.34630628,50.0,0.004114301961380989,108750,1.7563094687461853,0.001
2380,14305.145610660315,19637,223,531,119000,-5.40200039,50.0,0.004108791027683765,108950,1.7912061166763307,0.001
2384,14312.337013740093,19646,223,532,119200,-5.37852489,50.0,0.003351010084152222,109150,1.7734143114089966,0.001
2388,14327.409838721156,19664,223,533,119400,-5.40009357,50.0,0.0040327011351473626,109350,1.764777090549469,0.001
2392,14345.69882665947,19683,223,534,119600,-5.4554410099999995,50.0,0.004214364730287344,109550,1.7871535181999207,0.001
2396,14348.85842204094,19692,223,535,119800,-5.42073519,50.0,0.004379106804262847,109750,1.7239894199371337,0.001
2400,14365.59794492647,19714,223,535,120000,-5.44496279,50.0,0.003749916839879006,109950,1.761674437522888,0.001
2404,14372.52727836743,19722,223,536,120200,-5.456014730000001,50.0,0.003956117401830852,110150,1.7704427909851075,0.001
2408,14397.23684700951,19743,223,537,120400,-5.514664880000001,50.0,0.0038084424403496088,110350,1.764879548549652,0.001
2412,14422.58558735624,19767,223,538,120600,-5.55332033,50.0,0.0034190559503622354,110550,1.7544293427467346,0.001
2416,14435.726825095713,19781,223,539,120800,-5.58539852,50.0,0.0031931391032412647,110750,1.767171688079834,0.001
2420,14451.09291408211,19796,223,540,121000,-5.582486680000001,50.0,0.0036234716093167664,110950,1.7495943880081177,0.001
2424,14456.383592270315,19805,223,541,121200,-5.5348757,50.0,0.003401851439848542,111150,1.7806044125556946,0.001
2428,14467.998045772314,19818,223,542,121400,-5.46695465,50.0,0.004485298206564039,111350,1.7811426854133605,0.001
2432,14494.117434408516,19843,223,543,121600,-5.486279000000001,50.0,0.004555698137264699,111550,1.788568181991577,0.001
2436,14498.663823850453,19852,223,544,121800,-5.477348840000001,50.0,0.004087805503513664,111750,1.7885130310058595,0.001
2440,14517.97762073204,19870,223,545,122000,-5.52430248,50.0,0.005095845663454383,111950,1.7775330209732056,0.001
2444,14535.294394027442,19883,223,546,122200,-5.5326905,50.0,0.003632331872358918,112150,1.7674817180633544,0.001
2448,14549.118839394301,19898,223,546,122400,-5.549001129999998,50.0,0.004770617596805095,112350,1.7774489665031432,0.001
2452,14557.928517688066,19906,223,547,122600,-5.512956849999999,50.0,0.006218801429495216,112550,1.7694914174079894,0.001
2456,14581.20808699727,19938,223,548,122800,-5.51699293,50.0,0.0037321679620072245,112750,1.7523764371871948,0.001
2460,14600.846726831049,19959,223,549,123000,-5.55621563,50.0,0.003896092514041811,112950,1.759786446094513,0.001
2464,14615.943819727749,19979,223,550,123200,-5.557955679999999,50.0,0.0036784524307586254,113150,1.7492085981369019,0.001
2468,14633.601771812886,19997,223,551,123400,-5.574572000000001,50.0,0.0037717115343548356,113350,1.7495903420448302,0.001
2472,14659.054388038814,20018,223,552,123600,-5.583846069999998,50.0,0.004794666066300124,113550,1.7580555438995362,0.001
2476,14678.075393132865,20037,223,553,123800,-5.635992319999999,50.0,0.004092875104397535,113750,1.7012076330184938,0.001
2480,14686.131995346397,20049,223,554,124000,-5.575982819999999,50.0,0.00399953474290669,113950,1.7512387609481812,0.001
2484,14702.412066888064,20069,223,555,124200,-5.646861359999998,50.0,0.003997289997059852,114150,1.7660553288459777,0.001
2488,14712.701566196978,20088,223,556,124400,-5.643556540000002,50.0,0.0038763598329387607,114350,1.7523718643188477,0.001
2492,14737.652840469033,20105,223,557,124600,-5.67491842,50.0,0.004997872659005225,114550,1.7261550831794739,0.001
2496,14746.20207413286,20116,223,558,124800,-5.64652783,50.0,0.003305669242981821,114750,1.7813576650619507,0.001
2500,14773.256679274142,20145,223,559,125000,-5.680703929999998,50.0,0.008375328325200826,114950,1.7375179243087768,0.001
2504,14785.850887589157,20162,223,560,125200,-5.746573800000001,50.0,0.004532606177963317,115150,1.7971695709228515,0.001
2508,14801.9508937262,20176,223,561,125400,-5.7321254,50.0,0.005558913368731737,115350,1.756833839416504,0.001
2512,14821.503574483097,20198,223,562,125600,-5.6987090899999995,50.0,0.003928912400733679,115550,1.7614074063301086,0.001
2516,14838.36403047666,20219,223,563,125800,-5.70400672,50.0,0.003953744196332991,115750,1.7738767075538635,0.001
2520,14849.612313657999,20232,223,564,126000,-5.64771643,50.0,0.003711477662436664,115950,1.722951807975769,0.001
2524,14856.170232046396,20246,223,565,126200,-5.65444963,50.0,0.003594931303523481,116150,1.756311023235321,0.001
2528,14886.524932604283,20273,223,566,126400,-5.70826535,50.0,0.004421704285778105,116350,1.7559735298156738,0.001
2532,14896.526957802474,20284,223,566,126600,-5.613170870000001,50.0,0.004240248624701053,116550,1.7351092195510864,0.001
2536,14907.069301899523,20298,223,567,126800,-5.627635659999999,50.0,0.004537027673795819,116750,1.7385140013694764,0.001
2540,14912.898793138564,20315,223,568,127000,-5.560080299999999,50.0,0.003762820130214095,116950,1.7028854560852051,0.001
2544,14922.686368353665,20331,223,569,127200,-5.547076460000002,50.0,0.0036651400453411045,117150,1.7242913365364074,0.001
2548,14946.374080915004,20351,223,570,127400,-5.535106610000001,50.0,0.005200249180197716,117350,1.7703926634788514,0.001
2552,14948.196348425,20355,223,571,127600,-5.5103719500000015,50.0,0.0045114564942196015,117550,1.7430710172653199,0.001
2556,14963.493920832872,20371,223,571,127800,-5.476979029999999,50.0,0.0034436184773221612,117750,1.6780729579925537,0.001
2560,14982.067413140088,20396,223,572,128000,-5.436243480000001,50.0,0.004493505577556789,117950,1.7468403053283692,0.001
2564,14993.125580642372,20407,223,573,128200,-5.3938305400000015,50.0,0.003778805595356971,118150,1.778027834892273,0.001
2568,15009.286498393863,20425,223,574,128400,-5.3657951200000005,50.0,0.005483170063234866,118350,1.7237100195884705,0.001
2572,15026.12412172556,20444,223,575,128600,-5.333211000000001,50.0,0.004758681303355843,118550,1.7352291417121888,0.001
2576,15041.032275028527,20459,223,576,128800,-5.277119059999999,50.0,0.004529836787842214,118750,1.7320930910110475,0.001
2580,15051.432099685073,20468,223,577,129000,-5.293783690000001,50.0,0.004359322295058519,118950,1.7728369140625,0.001
2584,15081.471072319895,20495,223,577,129200,-5.36433948,50.0,0.0035255517670884726,119150,1.7493079018592834,0.001
2588,15093.726739905775,20513,223,578,129400,-5.368442109999998,50.0,0.0038566402439028026,119350,1.7662265419960022,0.001
2592,15117.54623586312,20534,223,579,129600,-5.39762372,50.0,0.004220619876869023,119550,1.7653832054138183,0.001
2596,15129.457811169326,20557,223,580,129800,-5.47199437,50.0,0.005172697752714157,119750,1.7344332885742189,0.001
2600,15132.118486948311,20564,223,582,130000,-5.352791550000002,50.0,0.004666786822490394,119950,1.7484987330436708,0.001
2604,15141.402466543019,20578,223,583,130200,-5.3025281699999995,50.0,0.00504046585643664,120150,1.7512749695777894,0.001
2608,15159.706040389836,20599,223,584,130400,-5.30569237,50.0,0.003806973525788635,120350,1.738275043964386,0.001
2612,15186.560492277145,20624,223,585,130600,-5.318510120000001,50.0,0.0056359508307650685,120550,1.7846630787849427,0.001
2616,15205.582441817969,20645,222,586,130800,-5.314003179999999,50.0,0.0049472582782618705,120750,1.7773694205284118,0.001
2620,15219.890191614628,20667,222,587,131000,-5.370651640000001,50.0,0.003942209472879768,120950,1.7401256632804871,0.001
2624,15238.112639483064,20684,222,588,131200,-5.418059060000001,50.0,0.0051101179188117385,121150,1.7588876962661744,0.001
2628,15261.642550099641,20708,222,589,131400,-5.392009340000002,50.0,0.004796146377921104,121350,1.7003477382659913,0.001
2632,15286.746201138943,20735,222,591,131600,-5.45878701,50.0,0.005320871490985155,121550,1.7150763607025146,0.001
2636,15307.820228625089,20758,222,592,131800,-5.49288468,50.0,0.005605831011198461,121750,1.7411176109313964,0.001
2640,15313.743931613863,20768,222,593,132000,-5.47390645,50.0,0.005481771400664002,121950,1.7110329914093017,0.001
2644,15323.618086602539,20781,222,594,132200,-5.439225819999999,50.0,0.005843520425260067,122150,1.6854938316345214,0.001
2648,15337.732957608998,20795,222,595,132400,-5.436151489999999,50.0,0.005464984001591801,122350,1.6769678473472596,0.001
2652,15365.972733657807,20820,222,596,132600,-5.56513467,50.0,0.005173461718950421,122550,1.6989942693710327,0.001
2656,15393.662619128823,20849,222,598,132800,-5.62444399,50.0,0.0056785803521052,122750,1.6458163380622863,0.001
2660,15418.853311482817,20872,221,599,133000,-5.656036979999998,50.0,0.004863878414034843,122950,1.6549119710922242,0.001
2664,15443.126969203353,20898,221,600,133200,-5.7143977999999995,50.0,0.0059489661874249575,123150,1.6814646553993224,0.001
2668,15477.194902997464,20939,221,602,133400,-5.7716528799999995,50.0,0.004736787225119769,123350,1.650012228488922,0.001
2672,15498.003980759531,20960,221,603,133600,-5.8084944599999995,50.0,0.004400594590697438,123550,1.579277720451355,0.001
2676,15512.621566288173,20977,221,604,133800,-5.823607050000001,50.0,0.005420607686974108,123750,1.6053365421295167,0.001
2680,15530.779494099319,20997,221,604,134000,-5.87413564,50.0,0.0056767499260604384,123950,1.5524568009376525,0.001
2684,15540.075669955462,21016,221,605,134200,-5.769679279999999,50.0,0.004745739798527211,124150,1.5522860670089722,0.001
2688,15554.658679101616,21037,221,606,134400,-5.792850899999999,50.0,0.006050720643252135,124350,1.5486481547355653,0.001
2692,15588.429980516434,21080,221,607,134600,-5.80291223,50.0,0.005924594025127589,124550,1.5258623433113099,0.001
2696,15591.674586739391,21087,221,608,134800,-5.73952306,50.0,0.006977731501683593,124750,1.5021689486503602,0.001
2700,15619.805525302887,21116,221,609,135000,-5.854892250000001,50.0,0.004886537403799593,124950,1.4726738691329957,0.001
2704,15631.065303266048,21131,221,610,135200,-5.85031067,50.0,0.005094456798397005,125150,1.4620327258110046,0.001
2708,15640.14846406877,21143,221,611,135400,-5.81827904,50.0,0.004904507221654058,125350,1.4434433209896087,0.001
2712,15652.541442316025,21163,221,611,135600,-5.799084490000001,50.0,0.005470068280119449,125550,1.519833927154541,0.001
2716,15659.25944962725,21175,221,612,135800,-5.76601043,50.0,0.005780188054777682,125750,1.4652985453605651,0.001
2720,15667.276808261871,21189,221,613,136000,-5.71097315,50.0,0.0049583429261110725,125950,1.4635536026954652,0.001
2724,15689.41534646228,21211,221,614,136200,-5.76644185,50.0,0.007540140813216567,126150,1.4639884328842163,0.001
2728,15702.619917452335,21227,221,615,136400,-5.748979919999999,50.0,0.00628367394208908,126350,1.4464056301116943,0.001
2732,15715.52946839109,21240,221,616,136600,-5.699001569999999,50.0,0.005169317929539829,126550,1.4445675349235534,0.001
2736,15738.464984361082,21278,221,617,136800,-5.7416913199999975,50.0,0.004743621018715203,126750,1.3868485713005065,0.001
2740,15744.06650692597,21288,221,617,137000,-5.75262581,50.0,0.006364533416926861,126950,1.4077140974998474,0.001
2744,15748.256628189236,21294,221,618,137200,-5.707155760000001,50.0,0.004923017863184213,127150,1.429618968963623,0.001
2748,15772.398532424122,21320,221,619,137400,-5.765028249999999,50.0,0.005642155832611025,127350,1.4390273785591126,0.001
2752,15789.52189090848,21336,221,620,137600,-5.736431069999998,50.0,0.005789266745559871,127550,1.4181659293174744,0.001
2756,15797.26991610229,21344,221,621,137800,-5.641561450000001,50.0,0.00533456658013165,127750,1.4058864116668701,0.001
2760,15816.912288174033,21368,221,622,138000,-5.642588020000001,50.0,0.005676695578731596,127950,1.3931756162643432,0.001
2764,15825.435076139867,21381,221,623,138200,-5.60131728,50.0,0.00444526013918221,128150,1.4316919589042663,0.001
2768,15833.87071557343,21391,221,624,138400,-5.532751450000001,50.0,0.005683347187004984,128350,1.3811884260177612,0.001
2772,15859.105057783425,21418,221,624,138600,-5.57371005,50.0,0.005111786993220449,128550,1.4168055033683777,0.001
2776,15875.315014515072,21436,221,625,138800,-5.59345058,50.0,0.005468006788287311,128750,1.3964256322383881,0.001
2780,15896.925305172801,21464,221,626,139000,-5.611532370000001,50.0,0.004496101536788046,128950,1.3827995598316192,0.001
2784,15911.296583853662,21481,221,627,139200,-5.613419249999998,50.0,0.004693603126797825,129150,1.371759009361267,0.001
2788,15927.739868611097,21500,221,628,139400,-5.580071990000001,50.0,0.004845787689555436,129350,1.377665057182312,0.001
2792,15943.882958680391,21521,221,629,139600,-5.50779044,50.0,0.005623590904287994,129550,1.3539565587043763,0.001
2796,15956.415638640523,21537,221,630,139800,-5.533888270000001,50.0,0.004570000041276216,129750,1.3413737201690674,0.001
2800,15973.179104112089,21552,221,630,140000,-5.461707609999999,50.0,0.005167168122716248,129950,1.3396733582019806,0.001
2804,15992.796517897397,21572,221,631,140200,-5.515130490000001,50.0,0.006482077827677131,130150,1.3875729632377625,0.001
2808,16018.843416169286,21605,221,632,140400,-5.5564126300000005,50.0,0.0070154128316789865,130350,1.3876046490669252,0.001
2812,16027.58896265924,21619,221,633,140600,-5.490455880000002,50.0,0.004363413273822516,130550,1.3467337942123414,0.001
2816,16056.169707134366,21643,221,634,140800,-5.56482525,50.0,0.006213815910741687,130750,1.3816038751602173,0.001
2820,16076.45767430216,21667,221,635,141000,-5.656538630000001,50.0,0.004255164035130292,130950,1.3889671301841735,0.001
2824,16096.780290376395,21688,222,636,141200,-5.6104872199999996,50.0,0.004332873991224915,131150,1.385047070980072,0.001
2828,16108.555684868246,21702,222,636,141400,-5.59413751,50.0,0.004582091346383095,131350,1.3677061128616332,0.001
2832,16121.534686733037,21719,222,637,141600,-5.63789098,50.0,0.0041638425807468595,131550,1.3722966074943543,0.001
2836,16132.019507806748,21727,222,638,141800,-5.559049680000002,50.0,0.005010111711453646,131750,1.3832824206352234,0.001
2840,16141.011941637844,21734,222,639,142000,-5.5699645,50.0,0.004710970895830542,131950,1.3877883768081665,0.001
2844,16160.11641626805,21750,222,640,142200,-5.64131938,50.0,0.004969035524409264,132150,1.403092441558838,0.001
2848,16168.701415240765,21763,222,641,142400,-5.55254206,50.0,0.0065371780237182976,132350,1.4053531002998352,0.001
2852,16201.290507033467,21793,222,641,142600,-5.607846749999998,50.0,0.0039011150295846166,132550,1.3882553672790527,0.001
2856,16212.00289876014,21807,222,642,142800,-5.612312210000002,50.0,0.003898772452957928,132750,1.3916643929481507,0.001
2860,16231.619639445096,21831,222,643,143000,-5.637655909999999,50.0,0.003985507821198553,132950,1.3785514664649963,0.001
2864,16241.222684256732,21848,222,644,143200,-5.6312804299999994,50.0,0.0036199561785906554,133150,1.408269407749176,0.001
2868,16257.209718171507,21869,222,644,143400,-5.685871219999999,50.0,0.005066295443102717,133350,1.4052932024002076,0.001
2872,16270.62576899305,21891,222,645,143600,-5.614550650000001,50.0,0.004819069826044142,133550,1.4144061493873596,0.001
2876,16289.83507578075,21915,222,646,143800,-5.636037479999999,50.0,0.004708471838384866,133750,1.3919451975822448,0.001
2880,16317.78033478558,21948,222,647,144000,-5.635086910000001,50.0,0.0042561358748935164,133950,1.445361120700836,0.001
2884,16324.869462583214,21960,222,648,144200,-5.637569440000001,50.0,0.003646752187050879,134150,1.4113404750823975,0.001
2888,16343.220415201038,21981,222,648,144400,-5.6793009,50.0,0.003822786179371178,134350,1.454748878479004,0.001
2892,16369.473467580974,22010,222,649,144600,-5.701644230000002,50.0,0.004184106341563165,134550,1.4492226648330688,0.001
2896,16382.262125950307,22026,222,650,144800,-5.694243079999999,50.0,0.0034358642203733327,134750,1.4422584867477417,0.001
2900,16398.67253166437,22047,222,651,145000,-5.69556043,50.0,0.0045568755292333665,134950,1.448507673740387,0.001
2904,16411.24591312185,22061,222,652,145200,-5.6516725999999995,50.0,0.0042159842513501645,135150,1.4558957815170288,0.001
2908,16425.574039090425,22077,222,653,145400,-5.60558389,50.0,0.0036846976261585953,135350,1.4215315461158753,0.001
2912,16440.5729367584,22096,222,654,145600,-5.640879980000001,50.0,0.0034763822634704413,135550,1.4431833600997925,0.001
2916,16457.39748993516,22118,222,654,145800,-5.591725090000002,50.0,0.007977103106677532,135750,1.484981951713562,0.001
2920,16464.987637039274,22135,222,655,146000,-5.51000556,50.0,0.0033493360434658824,135950,1.4567416000366211,0.001
2924,16481.84316181019,22154,222,656,146200,-5.505259929999999,50.0,0.002605995950289071,136150,1.4468548202514648,0.001
2928,16508.89212370664,22181,222,657,146400,-5.57756586,50.0,0.003441293325740844,136350,1.454262397289276,0.001
2932,16516.327254533768,22192,222,658,146600,-5.5260463699999995,50.0,0.004201715975068509,136550,1.485140986442566,0.001
2936,16518.999373726547,22200,222,658,146800,-5.454120410000001,50.0,0.003941886515822262,136750,1.4421866130828858,0.001
2940,16549.553442079574,22228,222,659,147000,-5.53887423,50.0,0.0031608499912545085,136950,1.4661900806427002,0.001
